id,key,superfit_dis,superfit_sin,superfit_cur,superfit_int,superfit_eng,superfit_res
1093466,SF_IR,50.00,58.00,48.00,64.00,46.00,66.00
1092775,SF_IR,58.00,48.00,50.00,60.00,46.00,62.00
1093452,SF_DS,70.00,58.00,50.00,44.00,56.00,54.00
1093432,SF_DR,60.00,58.00,58.00,54.00,52.00,66.00
1093478,SF_DS,68.00,56.00,50.00,40.00,46.00,52.00
1093458,SF_DS,46.00,48.00,36.00,44.00,34.00,38.00
1093501,SF_DC,54.00,48.00,50.00,38.00,40.00,40.00
794694,SF_DR,66.00,46.00,42.00,48.00,46.00,58.00
1093486,SF_DR,56.00,46.00,42.00,50.00,40.00,54.00
1093484,SF_DR,48.00,36.00,26.00,40.00,44.00,46.00
1093479,SF_DS,56.00,58.00,54.00,40.00,34.00,48.00
1093489,SF_CR,56.00,46.00,60.00,52.00,58.00,62.00
1093496,SF_DE,70.00,50.00,58.00,58.00,64.00,44.00
1093492,SF_DR,70.00,52.00,52.00,52.00,56.00,58.00
121820,SF_DR,58.00,46.00,40.00,40.00,36.00,50.00
1093482,SF_DR,62.00,56.00,46.00,56.00,44.00,58.00
1086340,SF_DS,66.00,48.00,32.00,46.00,42.00,40.00
1093487,SF_DR,72.00,52.00,52.00,56.00,60.00,62.00
1093498,SF_DI,70.00,48.00,62.00,64.00,54.00,60.00
1093523,SF_DS,60.00,48.00,42.00,38.00,42.00,36.00
1093499,SF_IE,56.00,56.00,54.00,62.00,60.00,58.00
1093511,SF_DI,58.00,52.00,52.00,60.00,46.00,46.00
1092764,SF_DE,58.00,50.00,48.00,54.00,64.00,58.00
1093507,SF_SR,62.00,66.00,38.00,54.00,60.00,64.00
1093500,SF_DI,62.00,44.00,42.00,56.00,50.00,54.00
1093517,SF_DI,60.00,42.00,32.00,54.00,50.00,48.00
1093510,SF_DS,56.00,58.00,36.00,52.00,46.00,46.00
1093469,SF_DC,64.00,52.00,66.00,62.00,24.00,58.00
1015247,SF_DR,60.00,58.00,40.00,52.00,44.00,58.00
1093513,SF_IR,50.00,50.00,42.00,60.00,44.00,58.00
1093518,SF_DI,60.00,46.00,46.00,52.00,32.00,48.00
826981,SF_DI,64.00,58.00,56.00,60.00,56.00,58.00
1093533,SF_DS,66.00,62.00,36.00,56.00,44.00,60.00
1093475,SF_DI,70.00,46.00,56.00,66.00,60.00,62.00
1093460,SF_IE,58.00,40.00,54.00,60.00,64.00,54.00
1093519,SF_DI,64.00,62.00,62.00,70.00,64.00,64.00
1093514,SF_DC,66.00,52.00,56.00,48.00,50.00,50.00
1093545,SF_DR,50.00,42.00,40.00,46.00,42.00,54.00
1093527,SF_DI,70.00,58.00,52.00,64.00,50.00,52.00
1093530,SF_ER,52.00,54.00,56.00,58.00,60.00,64.00
1093525,SF_DC,62.00,58.00,60.00,54.00,54.00,48.00
1093526,SF_DC,72.00,54.00,62.00,48.00,50.00,48.00
1093528,SF_SR,54.00,62.00,36.00,52.00,44.00,60.00
1080859,SF_DS,56.00,48.00,42.00,44.00,42.00,40.00
1093524,SF_DR,58.00,54.00,52.00,44.00,54.00,56.00
1093485,SF_DS,56.00,54.00,44.00,42.00,48.00,44.00
1093535,SF_DI,58.00,38.00,40.00,52.00,36.00,44.00
1093536,SF_DR,66.00,56.00,46.00,44.00,56.00,58.00
1093529,SF_DS,58.00,54.00,46.00,34.00,40.00,46.00
1093542,SF_DR,50.00,44.00,32.00,36.00,24.00,48.00
1093553,SF_DI,44.00,40.00,32.00,42.00,40.00,38.00
776341,SF_DR,66.00,50.00,46.00,52.00,54.00,58.00
696927,SF_IR,34.00,32.00,14.00,54.00,30.00,36.00
1093555,SF_IR,52.00,56.00,42.00,62.00,58.00,60.00
1093563,SF_DE,62.00,42.00,46.00,54.00,60.00,56.00
1093567,SF_DC,66.00,56.00,64.00,56.00,54.00,58.00
1024240,SF_DR,62.00,50.00,54.00,58.00,46.00,60.00
1093544,SF_SE,62.00,68.00,46.00,60.00,70.00,54.00
1093569,SF_IR,60.00,52.00,50.00,66.00,52.00,62.00
763449,SF_DI,60.00,48.00,54.00,68.00,58.00,58.00
1093570,SF_DE,72.00,52.00,52.00,64.00,68.00,62.00
1060897,SF_DS,54.00,58.00,48.00,48.00,36.00,52.00
1093574,SF_DI,64.00,46.00,52.00,62.00,58.00,60.00
854810,SF_DE,60.00,58.00,32.00,54.00,66.00,50.00
1093554,SF_DC,68.00,64.00,70.00,64.00,56.00,64.00
1093522,SF_DS,60.00,52.00,42.00,48.00,46.00,50.00
1093446,SF_DR,64.00,48.00,36.00,60.00,54.00,62.00
1093568,SF_DR,52.00,40.00,32.00,44.00,44.00,58.00
1011702,SF_DI,58.00,36.00,48.00,62.00,54.00,46.00
1042062,SF_DR,68.00,52.00,56.00,66.00,64.00,70.00
1093566,SF_DI,50.00,40.00,36.00,46.00,32.00,42.00
1093520,SF_DE,52.00,46.00,38.00,42.00,50.00,46.00
1093601,SF_DI,60.00,58.00,42.00,60.00,38.00,58.00
1093610,SF_DR,72.00,44.00,42.00,32.00,34.00,50.00
1093587,SF_ER,48.00,40.00,44.00,54.00,60.00,58.00
1081025,SF_DS,62.00,60.00,40.00,48.00,46.00,58.00
1093579,SF_DI,50.00,46.00,26.00,48.00,42.00,46.00
1093594,SF_DI,56.00,44.00,42.00,54.00,50.00,52.00
1093559,SF_DS,58.00,56.00,36.00,52.00,50.00,50.00
1088950,SF_DC,66.00,62.00,66.00,66.00,64.00,56.00
1093551,SF_IR,46.00,48.00,56.00,60.00,50.00,58.00
1093560,SF_DR,64.00,46.00,40.00,60.00,48.00,62.00
1093591,SF_ER,56.00,56.00,44.00,62.00,66.00,68.00
1093593,SF_IE,58.00,56.00,42.00,60.00,62.00,40.00
1093585,SF_DI,62.00,38.00,48.00,60.00,50.00,58.00
1093548,SF_DS,62.00,68.00,48.00,56.00,50.00,50.00
1093201,SF_DS,60.00,56.00,48.00,48.00,46.00,40.00
1093592,SF_DI,64.00,48.00,46.00,58.00,50.00,52.00
1093599,SF_DI,62.00,52.00,50.00,66.00,60.00,60.00
1093595,SF_DI,64.00,52.00,54.00,68.00,60.00,46.00
1032845,SF_DR,60.00,46.00,38.00,54.00,54.00,58.00
1093561,SF_IE,48.00,46.00,46.00,60.00,52.00,50.00
1093597,SF_DI,66.00,44.00,40.00,58.00,44.00,56.00
1093584,SF_DE,48.00,42.00,28.00,30.00,50.00,38.00
1091080,SF_SE,60.00,62.00,46.00,60.00,66.00,48.00
1086485,SF_DE,60.00,56.00,34.00,44.00,62.00,46.00
1093600,SF_DI,70.00,52.00,46.00,60.00,58.00,60.00
1093588,SF_DI,62.00,52.00,44.00,60.00,48.00,58.00
1093608,SF_DC,60.00,48.00,54.00,50.00,48.00,52.00
703794,SF_DR,54.00,42.00,34.00,48.00,36.00,52.00
1093603,SF_IR,50.00,50.00,42.00,62.00,44.00,60.00
1093623,SF_DI,62.00,60.00,44.00,68.00,60.00,56.00
1093621,SF_DI,56.00,48.00,30.00,58.00,40.00,36.00
1093609,SF_DS,62.00,54.00,40.00,50.00,52.00,44.00
1093611,SF_DI,70.00,38.00,34.00,52.00,22.00,40.00
1090046,SF_DI,68.00,56.00,50.00,62.00,50.00,54.00
1093622,SF_DR,54.00,52.00,26.00,50.00,30.00,52.00
1093575,SF_DS,54.00,50.00,38.00,38.00,36.00,44.00
1092302,SF_DI,66.00,50.00,46.00,60.00,34.00,58.00
1093616,SF_DI,70.00,58.00,38.00,60.00,56.00,58.00
1093532,SF_DS,48.00,40.00,36.00,28.00,22.00,32.00
1093620,SF_DE,74.00,50.00,44.00,60.00,64.00,56.00
1093617,SF_DE,62.00,54.00,38.00,60.00,62.00,48.00
1093613,SF_DI,62.00,50.00,46.00,60.00,56.00,50.00
1093619,SF_DI,40.00,34.00,30.00,46.00,28.00,30.00
715215,SF_DR,60.00,50.00,40.00,58.00,52.00,68.00
1078011,SF_DR,60.00,50.00,46.00,58.00,52.00,62.00
1093635,SF_DE,64.00,50.00,38.00,54.00,54.00,54.00
1023918,SF_DS,62.00,64.00,58.00,60.00,54.00,56.00
1093625,SF_DS,52.00,62.00,48.00,50.00,50.00,44.00
1093633,SF_DR,70.00,54.00,50.00,58.00,52.00,60.00
1093639,SF_DR,50.00,40.00,38.00,46.00,30.00,56.00
1093654,SF_IR,36.00,36.00,38.00,42.00,34.00,40.00
1093636,SF_DR,52.00,34.00,26.00,36.00,24.00,38.00
1032354,SF_DI,66.00,50.00,48.00,56.00,52.00,50.00
1093671,SF_DR,64.00,54.00,54.00,54.00,52.00,56.00
1093641,SF_DI,64.00,52.00,54.00,56.00,50.00,48.00
1093656,SF_DI,64.00,48.00,56.00,64.00,62.00,64.00
1093638,SF_DS,52.00,48.00,38.00,38.00,26.00,42.00
1093672,SF_DR,62.00,52.00,32.00,50.00,50.00,60.00
1093657,SF_DE,48.00,40.00,34.00,36.00,46.00,42.00
1093652,SF_IR,54.00,50.00,48.00,66.00,46.00,60.00
1093674,SF_DE,62.00,48.00,44.00,48.00,54.00,48.00
1093670,SF_DS,62.00,64.00,58.00,54.00,48.00,60.00
1093648,SF_DI,72.00,50.00,44.00,52.00,44.00,40.00
1093659,SF_DI,56.00,48.00,32.00,50.00,46.00,48.00
1093640,SF_DC,62.00,56.00,60.00,58.00,52.00,58.00
1093653,SF_DI,62.00,44.00,38.00,64.00,48.00,54.00
1093660,SF_DI,56.00,52.00,48.00,58.00,44.00,50.00
1011641,SF_DS,50.00,48.00,40.00,40.00,38.00,46.00
1093661,SF_DR,54.00,44.00,40.00,50.00,34.00,56.00
1093668,SF_DI,64.00,54.00,50.00,64.00,52.00,62.00
1092510,SF_DI,70.00,56.00,60.00,64.00,62.00,62.00
1093397,SF_DI,66.00,46.00,30.00,48.00,42.00,44.00
1093686,SF_DR,70.00,56.00,50.00,66.00,52.00,68.00
1093643,SF_DI,56.00,54.00,54.00,66.00,56.00,56.00
1093606,SF_IR,40.00,50.00,42.00,56.00,46.00,52.00
1093615,SF_DI,64.00,40.00,38.00,40.00,36.00,28.00
1083032,SF_SI,44.00,50.00,46.00,60.00,46.00,46.00
1093680,SF_IR,50.00,46.00,50.00,58.00,50.00,54.00
888856,SF_DS,74.00,80.00,70.00,60.00,62.00,62.00
1093682,SF_DI,58.00,50.00,48.00,64.00,54.00,56.00
1093676,SF_DI,50.00,38.00,46.00,58.00,46.00,46.00
1082137,SF_DE,50.00,40.00,46.00,48.00,58.00,42.00
1093691,SF_SR,44.00,56.00,38.00,46.00,40.00,52.00
1093683,SF_IE,52.00,42.00,26.00,54.00,56.00,40.00
1093405,SF_DS,68.00,64.00,38.00,48.00,58.00,48.00
1093694,SF_IE,50.00,50.00,40.00,54.00,56.00,50.00
1093700,SF_DR,66.00,56.00,40.00,64.00,56.00,68.00
414720,SF_DS,72.00,58.00,44.00,56.00,54.00,46.00
1093695,SF_DR,56.00,52.00,42.00,56.00,46.00,58.00
1091259,SF_DI,64.00,50.00,46.00,62.00,36.00,58.00
1093702,SF_DE,64.00,50.00,58.00,48.00,60.00,54.00
1093651,SF_DC,56.00,42.00,54.00,52.00,30.00,54.00
1093699,SF_DI,66.00,40.00,56.00,60.00,54.00,52.00
1093696,SF_DI,68.00,50.00,40.00,60.00,58.00,52.00
1093722,SF_DR,64.00,48.00,46.00,54.00,48.00,60.00
1093727,SF_DR,62.00,40.00,58.00,58.00,54.00,60.00
1093705,SF_DI,62.00,54.00,52.00,56.00,44.00,46.00
1093647,SF_DE,70.00,38.00,34.00,58.00,60.00,48.00
1057842,SF_DE,60.00,44.00,52.00,54.00,56.00,48.00
1093692,SF_DS,58.00,60.00,30.00,54.00,54.00,46.00
1093685,SF_DI,62.00,54.00,44.00,64.00,54.00,48.00
1093627,SF_DI,68.00,48.00,38.00,66.00,54.00,50.00
1093693,SF_DR,66.00,60.00,46.00,58.00,46.00,66.00
1093744,SF_DR,64.00,50.00,32.00,42.00,54.00,60.00
1093713,SF_IR,44.00,44.00,44.00,46.00,42.00,50.00
1093721,SF_IE,58.00,48.00,58.00,66.00,62.00,50.00
1093743,SF_DS,54.00,52.00,50.00,42.00,36.00,46.00
1093701,SF_ER,58.00,48.00,46.00,48.00,64.00,60.00
1093726,SF_DI,52.00,52.00,34.00,52.00,38.00,32.00
922989,SF_DR,58.00,42.00,42.00,48.00,44.00,54.00
1093745,SF_DI,62.00,46.00,40.00,58.00,42.00,50.00
339822,SF_DS,60.00,52.00,32.00,46.00,36.00,42.00
1093736,SF_SR,42.00,52.00,44.00,40.00,38.00,56.00
1093716,SF_CI,56.00,56.00,58.00,62.00,50.00,56.00
1093707,SF_IR,54.00,58.00,50.00,62.00,48.00,60.00
1093732,SF_DS,68.00,66.00,44.00,44.00,48.00,60.00
1093711,SF_DI,62.00,58.00,44.00,64.00,56.00,52.00
1093715,SF_DE,64.00,46.00,52.00,62.00,66.00,52.00
1093714,SF_DE,62.00,46.00,48.00,52.00,60.00,44.00
1093730,SF_DR,68.00,52.00,52.00,50.00,46.00,58.00
1093725,SF_IR,54.00,50.00,38.00,58.00,46.00,56.00
1093748,SF_DI,80.00,54.00,52.00,60.00,48.00,60.00
1093782,SF_SI,48.00,52.00,38.00,50.00,36.00,40.00
1093697,SF_IR,44.00,36.00,50.00,66.00,52.00,56.00
1081140,SF_DS,54.00,46.00,24.00,34.00,32.00,42.00
1093718,SF_DI,64.00,54.00,58.00,60.00,52.00,52.00
1093731,SF_DS,70.00,66.00,46.00,62.00,54.00,64.00
1093734,SF_IE,60.00,42.00,50.00,64.00,62.00,58.00
1093765,SF_DR,64.00,50.00,48.00,60.00,60.00,62.00
753256,SF_DS,58.00,54.00,36.00,46.00,34.00,52.00
1093770,SF_DE,50.00,48.00,26.00,48.00,52.00,48.00
1093709,SF_DI,54.00,50.00,48.00,52.00,40.00,42.00
1093723,SF_DI,60.00,52.00,56.00,60.00,52.00,54.00
1093751,SF_DS,56.00,58.00,28.00,34.00,42.00,50.00
1093763,SF_DE,62.00,46.00,34.00,54.00,60.00,52.00
1093769,SF_DI,54.00,42.00,50.00,54.00,46.00,42.00
1093752,SF_DR,60.00,50.00,48.00,48.00,50.00,64.00
1093778,SF_CR,58.00,48.00,62.00,46.00,54.00,64.00
437127,SF_DS,50.00,56.00,40.00,44.00,38.00,48.00
1024388,SF_SR,54.00,58.00,40.00,56.00,52.00,60.00
1093749,SF_DR,60.00,50.00,52.00,54.00,48.00,62.00
1093719,SF_DS,62.00,54.00,48.00,46.00,52.00,48.00
1093773,SF_DR,52.00,42.00,32.00,50.00,28.00,52.00
1093813,SF_DR,60.00,52.00,38.00,56.00,42.00,58.00
1093783,SF_DR,64.00,52.00,42.00,38.00,46.00,60.00
1093788,SF_IE,48.00,56.00,46.00,66.00,60.00,52.00
1093757,SF_ER,56.00,46.00,48.00,52.00,62.00,58.00
1093786,SF_DR,60.00,56.00,54.00,48.00,46.00,58.00
1093779,SF_SI,50.00,54.00,34.00,56.00,44.00,46.00
1016365,SF_DS,56.00,44.00,24.00,36.00,38.00,36.00
1093801,SF_DC,58.00,52.00,54.00,52.00,50.00,48.00
1093791,SF_DS,70.00,60.00,58.00,50.00,54.00,56.00
1093792,SF_DS,64.00,62.00,42.00,58.00,44.00,52.00
1093804,SF_SR,4.00,52.00,40.00,44.00,46.00,50.00
1093790,SF_DI,58.00,52.00,38.00,60.00,44.00,50.00
1093766,SF_ER,54.00,48.00,56.00,56.00,58.00,60.00
1093814,SF_DI,70.00,62.00,40.00,68.00,44.00,56.00
1093795,SF_DI,62.00,44.00,42.00,58.00,46.00,50.00
1093812,SF_SI,50.00,62.00,38.00,54.00,40.00,46.00
896619,SF_DR,62.00,50.00,34.00,34.00,54.00,56.00
1093886,SF_IE,54.00,48.00,54.00,64.00,60.00,56.00
1093821,SF_DR,58.00,42.00,44.00,30.00,38.00,64.00
1093810,SF_DI,64.00,48.00,28.00,54.00,46.00,52.00
1093838,SF_DR,64.00,50.00,36.00,52.00,54.00,56.00
1093793,SF_DR,68.00,54.00,40.00,48.00,52.00,56.00
1093830,SF_DI,64.00,40.00,42.00,66.00,44.00,44.00
1093835,SF_SR,54.00,56.00,44.00,54.00,52.00,58.00
1093831,SF_DS,64.00,66.00,42.00,58.00,50.00,56.00
882404,SF_DI,56.00,40.00,44.00,64.00,54.00,50.00
1093839,SF_DR,52.00,34.00,40.00,26.00,18.00,50.00
1093742,SF_SI,48.00,56.00,42.00,54.00,50.00,46.00
1093824,SF_DE,50.00,36.00,32.00,42.00,46.00,42.00
1093794,SF_DS,56.00,52.00,40.00,44.00,42.00,42.00
1093826,SF_DS,66.00,68.00,60.00,64.00,56.00,50.00
1093823,SF_DI,76.00,50.00,58.00,66.00,50.00,56.00
1093845,SF_CE,40.00,46.00,66.00,58.00,60.00,52.00
1093802,SF_DI,62.00,46.00,38.00,50.00,48.00,46.00
1093828,SF_DC,60.00,52.00,66.00,50.00,52.00,58.00
1093825,SF_DI,64.00,50.00,52.00,66.00,54.00,62.00
1093832,SF_IE,50.00,54.00,54.00,58.00,62.00,52.00
1093809,SF_SC,52.00,56.00,60.00,54.00,46.00,44.00
1093822,SF_SI,52.00,56.00,34.00,58.00,38.00,46.00
1093833,SF_CI,46.00,44.00,50.00,56.00,38.00,44.00
1093834,SF_IR,36.00,42.00,30.00,52.00,38.00,46.00
1093842,SF_IR,42.00,40.00,36.00,54.00,36.00,48.00
1092467,SF_SI,52.00,60.00,42.00,62.00,50.00,58.00
1093837,SF_SR,52.00,60.00,44.00,44.00,42.00,56.00
1093856,SF_IR,60.00,62.00,58.00,64.00,56.00,68.00
1093841,SF_DS,48.00,32.00,26.00,30.00,18.00,28.00
1093807,SF_ER,40.00,42.00,26.00,38.00,44.00,44.00
1093758,SF_DR,62.00,58.00,58.00,56.00,58.00,60.00
756175,SF_DS,64.00,64.00,48.00,58.00,48.00,60.00
1093805,SF_DI,68.00,52.00,58.00,66.00,64.00,58.00
1093816,SF_ER,50.00,54.00,48.00,52.00,54.00,54.00
1093850,SF_DE,60.00,34.00,40.00,30.00,52.00,38.00
788684,SF_DI,66.00,42.00,30.00,46.00,36.00,38.00
1093836,SF_DI,64.00,58.00,54.00,58.00,56.00,56.00
1093666,SF_IR,44.00,36.00,32.00,50.00,40.00,48.00
1093209,SF_DS,68.00,58.00,40.00,56.00,50.00,54.00
1093846,SF_DS,58.00,42.00,38.00,38.00,30.00,38.00
1093880,SF_CR,58.00,36.00,60.00,54.00,56.00,62.00
1090907,SF_DI,58.00,48.00,44.00,64.00,40.00,52.00
1023623,SF_DS,58.00,52.00,26.00,30.00,42.00,44.00
1093864,SF_IR,56.00,44.00,38.00,60.00,52.00,58.00
1093855,SF_DI,54.00,36.00,26.00,50.00,36.00,40.00
1093843,SF_DI,56.00,54.00,42.00,62.00,50.00,50.00
1093859,SF_DR,62.00,48.00,42.00,48.00,50.00,56.00
1093861,SF_DR,64.00,48.00,36.00,44.00,44.00,62.00
1093851,SF_DR,62.00,48.00,40.00,56.00,58.00,60.00
1093847,SF_DS,46.00,48.00,22.00,38.00,26.00,44.00
1093848,SF_DS,54.00,46.00,14.00,42.00,34.00,28.00
1093884,SF_DR,46.00,40.00,34.00,30.00,20.00,54.00
1093871,SF_DE,58.00,56.00,50.00,50.00,56.00,50.00
1088185,SF_DR,58.00,48.00,40.00,56.00,56.00,60.00
1093894,SF_DR,64.00,50.00,60.00,50.00,56.00,66.00
1093883,SF_ER,52.00,46.00,42.00,44.00,54.00,56.00
1093863,SF_CI,58.00,38.00,62.00,66.00,46.00,54.00
1093346,SF_SI,60.00,62.00,54.00,72.00,48.00,54.00
930962,SF_DS,72.00,54.00,44.00,50.00,52.00,48.00
1093867,SF_DI,64.00,44.00,60.00,62.00,60.00,56.00
1093906,SF_SI,48.00,50.00,30.00,54.00,48.00,40.00
916623,SF_DI,60.00,52.00,50.00,62.00,56.00,40.00
1093893,SF_DI,54.00,48.00,46.00,48.00,34.00,36.00
1093904,SF_ER,48.00,34.00,38.00,54.00,56.00,62.00
1093888,SF_DS,58.00,48.00,22.00,38.00,42.00,34.00
1093862,SF_DE,70.00,36.00,38.00,42.00,44.00,38.00
1093891,SF_SR,42.00,54.00,34.00,38.00,30.00,48.00
1092358,SF_IE,42.00,40.00,28.00,44.00,50.00,30.00
1093882,SF_DR,70.00,62.00,60.00,60.00,60.00,70.00
1093912,SF_DS,48.00,46.00,38.00,42.00,42.00,42.00
1112030,SF_DI,60.00,44.00,40.00,64.00,58.00,52.00
298359,SF_DS,64.00,56.00,44.00,54.00,38.00,40.00
1093919,SF_SR,58.00,62.00,36.00,54.00,48.00,60.00
1093875,SF_DR,70.00,46.00,50.00,42.00,50.00,52.00
1093849,SF_DI,64.00,64.00,62.00,64.00,54.00,58.00
1093903,SF_DI,60.00,48.00,44.00,52.00,34.00,44.00
793258,SF_CI,64.00,54.00,68.00,66.00,62.00,60.00
1093920,SF_DE,60.00,50.00,46.00,58.00,62.00,54.00
1093941,SF_DS,62.00,60.00,38.00,56.00,42.00,46.00
781883,SF_DS,66.00,56.00,46.00,48.00,54.00,36.00
1093943,SF_IE,50.00,46.00,50.00,60.00,56.00,48.00
1093874,SF_SR,50.00,52.00,40.00,50.00,48.00,56.00
1093928,SF_DE,64.00,50.00,54.00,58.00,60.00,52.00
534554,SF_DE,64.00,54.00,58.00,58.00,62.00,52.00
1093934,SF_DE,64.00,50.00,48.00,50.00,52.00,48.00
1015235,SF_DR,66.00,64.00,40.00,52.00,54.00,72.00
1093901,SF_DI,60.00,60.00,46.00,60.00,42.00,60.00
1093918,SF_DE,60.00,44.00,38.00,58.00,62.00,54.00
1093844,SF_CI,30.00,50.00,54.00,66.00,48.00,50.00
1093927,SF_DS,56.00,62.00,42.00,46.00,40.00,46.00
1093935,SF_IE,50.00,44.00,46.00,58.00,60.00,42.00
1093921,SF_SI,38.00,46.00,36.00,54.00,40.00,20.00
1093932,SF_DR,68.00,46.00,42.00,38.00,52.00,54.00
1093940,SF_DI,52.00,48.00,36.00,50.00,36.00,38.00
1092858,SF_DR,68.00,42.00,36.00,50.00,48.00,64.00
1093858,SF_DE,64.00,54.00,38.00,58.00,60.00,50.00
1093922,SF_IE,48.00,50.00,44.00,52.00,58.00,48.00
1093027,SF_DI,50.00,40.00,44.00,46.00,36.00,44.00
1093924,SF_DR,56.00,42.00,54.00,52.00,46.00,60.00
1093951,SF_DC,70.00,58.00,68.00,44.00,62.00,58.00
1093885,SF_DI,54.00,42.00,34.00,54.00,34.00,46.00
1081284,SF_DI,58.00,44.00,36.00,54.00,46.00,50.00
1093962,SF_DI,64.00,48.00,36.00,56.00,44.00,44.00
1093925,SF_DI,64.00,52.00,50.00,56.00,52.00,42.00
1093464,SF_DI,64.00,40.00,34.00,48.00,44.00,46.00
1088917,SF_DR,70.00,56.00,52.00,60.00,52.00,66.00
1093948,SF_DR,60.00,50.00,26.00,38.00,40.00,52.00
1093952,SF_DI,70.00,54.00,50.00,66.00,54.00,64.00
1093929,SF_DS,58.00,62.00,40.00,50.00,52.00,44.00
1093937,SF_DI,68.00,58.00,48.00,60.00,54.00,36.00
1093955,SF_DR,54.00,50.00,28.00,50.00,36.00,58.00
780162,SF_DI,78.00,58.00,60.00,68.00,54.00,54.00
1093975,SF_ER,48.00,46.00,42.00,48.00,52.00,50.00
1093938,SF_DR,64.00,52.00,46.00,48.00,42.00,58.00
1093949,SF_DS,60.00,62.00,42.00,50.00,40.00,38.00
1093953,SF_IR,56.00,48.00,42.00,64.00,58.00,66.00
1093914,SF_DR,56.00,48.00,54.00,40.00,54.00,66.00
1093971,SF_DC,56.00,42.00,58.00,54.00,50.00,38.00
1093967,SF_DI,54.00,34.00,20.00,56.00,46.00,38.00
780325,SF_DI,58.00,48.00,54.00,56.00,48.00,54.00
1093977,SF_DI,56.00,44.00,28.00,44.00,38.00,44.00
1093964,SF_DI,62.00,38.00,28.00,54.00,52.00,32.00
1040566,SF_DR,58.00,54.00,48.00,38.00,46.00,56.00
1093987,SF_DR,62.00,60.00,48.00,58.00,54.00,64.00
1093974,SF_IR,54.00,48.00,46.00,56.00,54.00,64.00
1093662,SF_DI,70.00,50.00,44.00,64.00,56.00,58.00
1093956,SF_ER,46.00,48.00,50.00,50.00,54.00,52.00
1093993,SF_CI,56.00,48.00,62.00,64.00,56.00,58.00
1093989,SF_DR,68.00,60.00,46.00,58.00,60.00,66.00
1093973,SF_DR,62.00,38.00,42.00,44.00,18.00,46.00
1093972,SF_DS,66.00,60.00,56.00,50.00,50.00,32.00
1093958,SF_DI,62.00,56.00,58.00,66.00,58.00,60.00
1093991,SF_DR,60.00,48.00,44.00,48.00,50.00,58.00
1093994,SF_DR,60.00,40.00,32.00,46.00,48.00,56.00
1093980,SF_DI,68.00,54.00,52.00,60.00,40.00,54.00
316084,SF_DS,58.00,54.00,46.00,48.00,32.00,38.00
1093963,SF_DI,68.00,48.00,56.00,58.00,54.00,50.00
1080876,SF_DR,52.00,50.00,44.00,50.00,38.00,60.00
1093923,SF_DE,66.00,50.00,54.00,60.00,72.00,58.00
1093976,SF_DE,68.00,50.00,50.00,52.00,62.00,56.00
1042545,SF_DS,60.00,56.00,38.00,48.00,46.00,50.00
1093978,SF_DR,56.00,46.00,28.00,38.00,52.00,54.00
1093969,SF_IR,50.00,46.00,50.00,52.00,34.00,54.00
1093992,SF_DI,56.00,52.00,46.00,54.00,42.00,52.00
750288,SF_SI,48.00,56.00,30.00,58.00,44.00,44.00
1093946,SF_DI,76.00,50.00,32.00,50.00,42.00,48.00
1093982,SF_DR,60.00,54.00,50.00,54.00,48.00,64.00
1093986,SF_CE,54.00,52.00,58.00,52.00,56.00,48.00
1094001,SF_ER,58.00,52.00,54.00,58.00,62.00,60.00
1093997,SF_DR,54.00,42.00,42.00,44.00,26.00,46.00
1093970,SF_ER,58.00,56.00,48.00,56.00,62.00,68.00
1094003,SF_DI,58.00,42.00,34.00,48.00,36.00,44.00
1093999,SF_DI,72.00,56.00,52.00,62.00,52.00,52.00
1094014,SF_SR,46.00,48.00,40.00,38.00,34.00,50.00
1093985,SF_DS,48.00,50.00,22.00,30.00,24.00,28.00
1094010,SF_SR,44.00,62.00,44.00,42.00,32.00,50.00
1094007,SF_DE,74.00,46.00,50.00,52.00,52.00,44.00
1093995,SF_SR,54.00,58.00,54.00,54.00,38.00,66.00
1094033,SF_DS,70.00,58.00,50.00,56.00,46.00,52.00
504576,SF_IE,48.00,52.00,54.00,76.00,76.00,48.00
1093998,SF_SR,64.00,72.00,62.00,60.00,62.00,68.00
1094029,SF_CR,54.00,60.00,62.00,52.00,54.00,68.00
1094006,SF_CR,50.00,44.00,62.00,62.00,56.00,64.00
1016194,SF_DI,66.00,46.00,42.00,52.00,40.00,50.00
1094009,SF_DI,74.00,66.00,68.00,72.00,60.00,70.00
1093981,SF_DR,72.00,56.00,44.00,44.00,54.00,60.00
1094002,SF_DE,58.00,44.00,40.00,46.00,54.00,52.00
1094005,SF_DI,68.00,50.00,64.00,66.00,58.00,58.00
1094017,SF_DI,60.00,54.00,38.00,58.00,48.00,52.00
1094016,SF_DS,50.00,54.00,44.00,48.00,44.00,36.00
1094030,SF_DR,64.00,44.00,60.00,58.00,54.00,62.00
1094039,SF_DE,54.00,38.00,30.00,40.00,50.00,34.00
1094031,SF_DE,52.00,42.00,34.00,50.00,50.00,42.00
1092165,SF_DR,64.00,50.00,44.00,50.00,52.00,62.00
1094038,SF_DS,66.00,64.00,42.00,42.00,44.00,32.00
1094032,SF_DS,70.00,58.00,48.00,54.00,54.00,56.00
1090421,SF_DI,60.00,46.00,36.00,54.00,46.00,46.00
1094022,SF_DE,54.00,36.00,34.00,42.00,52.00,40.00
1093966,SF_DE,60.00,48.00,38.00,44.00,62.00,42.00
